CountyId,State,County,TotalPop,Men,Women,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
48363,Texas,Palo Pinto County,28109,13904,14205,45067,2933,24840,1490,18.3,28.3,11724,78.6,11.4,9.9,0.1,7.9
48365,Texas,Panola County,23574,11635,11939,49704,2693,26205,2154,15.3,22.3,9855,80.8,11.2,8.0,0.0,3.8
48367,Texas,Parker County,125963,62545,63418,70608,2107,33367,1047,9.2,12.7,58626,76.6,14.6,8.5,0.3,5.5
48369,Texas,Parmer County,9871,5065,4806,50410,4309,21876,1537,17.3,27.6,4411,75.9,14.2,9.6,0.3,2.8
48371,Texas,Pecos County,15804,9058,6746,50543,6324,19088,1217,11.5,11.5,6103,68.3,22.6,8.1,1.0,3.7
48373,Texas,Polk County,46974,25288,21686,43267,2722,23023,985,18.7,32.0,17988,72.6,18.4,8.7,0.3,8.5
48375,Texas,Potter County,121230,62467,58763,41852,1195,21941,858,21.7,29.1,52859,82.7,11.8,5.5,0.0,4.2
48377,Texas,Presidio County,7191,3558,3633,26486,8419,15329,1476,26.3,31.9,2426,55.9,30.3,13.1,0.6,9.8
48379,Texas,Rains County,11246,5722,5524,48308,4901,23976,1572,13.1,17.6,4601,74.0,11.7,14.3,0.0,5.7
48381,Texas,Randall County,130552,64149,66403,65564,1884,32922,753,9.6,11.6,68640,75.3,16.3,8.3,0.1,3.7
48383,Texas,Reagan County,3735,1986,1749,59760,22731,25273,2662,18.0,30.5,1752,74.3,16.8,9.0,0.0,3.9
48385,Texas,Real County,3358,1553,1805,36493,6844,20873,2757,20.2,33.6,1281,73.4,10.7,15.9,0.0,6.1
48387,Texas,Red River County,12353,5803,6550,35356,2876,21177,1417,16.5,18.5,4770,71.0,19.2,9.8,0.0,9.0
48389,Texas,Reeves County,14791,8938,5853,49390,6945,18992,1651,13.2,16.1,5140,70.3,25.9,3.8,0.0,8.0
48391,Texas,Refugio County,7293,3617,3676,50338,6218,23959,1587,16.6,28.2,2961,74.8,14.8,10.4,0.0,7.9
48393,Texas,Roberts County,889,404,485,79167,8098,34555,5327,3.3,7.3,409,58.2,24.0,17.8,0.0,2.4
48395,Texas,Robertson County,16727,8291,8436,52189,5130,23337,1593,15.2,21.2,7180,72.1,19.8,8.0,0.1,7.7
48397,Texas,Rockwall County,90414,44463,45951,93269,3672,38933,1286,5.8,7.5,44335,79.9,14.5,5.5,0.1,4.9
48399,Texas,Runnels County,10266,5050,5216,41226,3957,22190,1490,16.3,20.2,4184,68.5,21.5,9.6,0.5,3.2
48401,Texas,Rusk County,53026,27810,25216,49270,2855,23521,951,15.8,23.1,20340,79.8,13.1,6.8,0.3,5.7
48403,Texas,Sabine County,10429,5232,5197,33561,2735,20876,1771,20.0,36.2,3379,75.2,13.9,8.6,2.3,7.1
48405,Texas,San Augustine County,8403,4154,4249,32394,6068,21066,2875,24.4,37.4,2493,81.3,9.3,9.4,0.0,13.4
48407,Texas,San Jacinto County,27436,13563,13873,43421,5938,22308,1550,17.2,22.0,10221,77.3,15.0,7.6,0.1,6.5
48409,Texas,San Patricio County,66867,33592,33275,53332,2067,24613,860,15.2,22.0,28869,77.9,17.1,4.9,0.2,4.9
48411,Texas,San Saba County,5851,2949,2902,40301,4626,22481,2996,17.4,33.3,2475,70.1,16.4,13.1,0.4,3.2
48413,Texas,Schleicher County,3122,1572,1550,63432,8717,28112,4832,10.2,9.9,1475,67.2,26.8,6.0,0.0,6.3
48415,Texas,Scurry County,17346,9446,7900,54565,5212,24140,1725,12.8,17.2,6772,77.0,13.1,9.8,0.2,4.6
48417,Texas,Shackelford County,3348,1677,1671,46685,7316,24296,2570,17.7,20.6,1508,72.3,17.5,9.9,0.3,7.0
48419,Texas,Shelby County,25689,12740,12949,38121,2400,20686,1236,23.1,37.0,9432,74.9,15.7,9.1,0.3,7.4
48421,Texas,Sherman County,3067,1590,1477,54961,4119,25358,2477,14.8,24.6,1604,74.4,13.5,12.1,0.0,1.5
48423,Texas,Smith County,222277,107355,114922,50742,1276,26270,684,16.3,22.1,98488,81.8,12.0,6.0,0.2,6.5
48425,Texas,Somervell County,8650,4155,4495,52346,8689,27095,2855,21.5,34.4,3671,81.3,11.9,6.1,0.7,2.8
48427,Texas,Starr County,63420,30815,32605,27133,1554,13167,854,35.0,45.7,21423,67.9,22.5,8.3,1.2,15.0
48429,Texas,Stephens County,9365,4826,4539,45862,3667,23044,1813,21.3,32.7,3730,72.8,14.6,12.5,0.0,4.7
48431,Texas,Sterling County,1139,608,531,50000,13092,25675,4446,17.0,37.1,515,61.9,23.5,14.6,0.0,2.6
48433,Texas,Stonewall County,1084,555,529,46786,13949,28063,4263,13.9,20.1,442,54.3,30.5,13.1,2.0,2.4
48435,Texas,Sutton County,3894,2127,1767,60996,5615,31603,4027,6.5,5.5,1827,75.0,13.7,11.1,0.2,5.9
48437,Texas,Swisher County,7541,3955,3586,37883,4612,18878,2348,22.2,30.8,2704,72.1,15.3,12.5,0.0,5.9
48439,Texas,Tarrant County,1983675,971142,1012533,62532,457,30857,257,13.5,19.4,974947,83.0,11.3,5.6,0.1,5.4
48441,Texas,Taylor County,135371,66258,69113,49161,2217,25419,673,16.1,20.6,62872,78.0,15.7,6.0,0.2,4.4
48443,Texas,Terrell County,721,357,364,26063,5567,21204,4392,17.1,14.0,260,50.4,29.2,20.4,0.0,6.8
48445,Texas,Terry County,12755,6753,6002,42441,5680,21938,3713,13.7,21.1,4556,74.8,17.2,8.0,0.0,9.4
48447,Texas,Throckmorton County,1541,705,836,37279,7356,27732,4961,17.1,19.6,661,65.4,19.5,15.1,0.0,5.2
48449,Texas,Titus County,32664,16055,16609,46980,2674,21090,1364,19.3,29.4,14307,83.5,9.9,6.5,0.1,6.1
48451,Texas,Tom Green County,116906,57848,59058,49662,2089,27513,1193,12.9,17.2,53414,77.1,15.9,7.0,0.1,3.8
48453,Texas,Travis County,1176584,593319,583265,68350,751,38820,418,13.9,18.8,645807,77.7,14.9,7.3,0.1,4.5
48455,Texas,Trinity County,14481,6959,7522,37398,3180,20369,1260,18.4,30.0,4946,69.3,20.8,9.2,0.6,10.2
48457,Texas,Tyler County,21456,11726,9730,44396,4682,21172,1438,15.8,23.8,6746,77.7,17.9,4.2,0.2,9.5
48459,Texas,Upshur County,40506,20035,20471,48796,2647,24088,1297,13.8,20.3,16720,80.1,12.4,7.2,0.3,8.3
48461,Texas,Upton County,3575,1747,1828,52750,5566,25290,3206,18.0,24.0,1398,69.7,22.5,7.8,0.0,1.1
48463,Texas,Uvalde County,27015,13188,13827,40781,3100,19146,921,17.9,27.7,11605,70.6,20.6,8.8,0.0,5.9
48465,Texas,Val Verde County,48976,24836,24140,44609,2594,20160,1240,20.9,27.1,18667,68.0,26.4,5.5,0.1,6.6
48467,Texas,Van Zandt County,53607,26307,27300,50061,2093,25394,1208,14.2,20.3,22384,74.5,15.0,10.3,0.3,5.9
48469,Texas,Victoria County,91518,44790,46728,55740,2218,28181,1001,14.8,20.8,43077,80.5,11.4,7.8,0.3,5.1
48471,Texas,Walker County,70818,41435,29383,41456,1745,17194,1111,24.3,24.3,24044,60.9,35.0,3.9,0.2,3.4
48473,Texas,Waller County,48443,24209,24234,53506,4971,23888,1274,18.0,25.1,21837,75.6,15.9,7.9,0.6,7.8
48475,Texas,Ward County,11498,5790,5708,63333,5589,26860,2095,11.6,12.7,4823,75.1,17.3,7.5,0.1,6.1
48477,Texas,Washington County,34667,17199,17468,55793,4336,28517,2309,13.2,20.8,14897,74.0,15.9,10.1,0.0,6.2
48479,Texas,Webb County,269624,131657,137967,40442,1234,16316,420,31.5,42.0,102713,75.5,17.3,6.9,0.3,5.7
48481,Texas,Wharton County,41430,20355,21075,50145,3208,25867,1856,17.5,29.2,18767,80.7,12.6,6.5,0.2,5.3
48483,Texas,Wheeler County,5599,2871,2728,50910,3512,25809,1877,19.2,31.7,2551,68.8,21.0,10.0,0.2,5.6
48485,Texas,Wichita County,131778,68339,63439,45776,1140,23263,604,18.9,26.6,55552,74.3,19.9,5.4,0.4,4.8
48487,Texas,Wilbarger County,12972,6415,6557,43913,4945,21938,1657,16.5,22.6,6329,67.8,24.9,6.9,0.4,5.8
48489,Texas,Willacy County,21839,11821,10018,29104,2657,13369,863,35.6,49.5,6415,66.8,21.3,11.8,0.1,14.5
48491,Texas,Williamson County,508313,250106,258207,79123,1440,34575,386,7.0,8.4,254840,79.0,14.5,6.4,0.1,4.8
48493,Texas,Wilson County,47205,23703,23502,71942,4350,29862,1049,10.2,12.8,21002,73.3,18.0,8.6,0.1,6.0
48495,Texas,Winkler County,7777,3968,3809,55000,12087,23483,2007,17.9,22.6,3267,80.3,15.1,4.6,0.0,4.1
48497,Texas,Wise County,63247,31766,31481,59081,2722,27447,1009,13.0,20.4,27736,78.0,13.7,8.0,0.2,6.0
48499,Texas,Wood County,43315,21523,21792,48038,3129,25955,1664,13.3,22.0,15960,78.4,14.1,7.1,0.4,7.8
48501,Texas,Yoakum County,8481,4286,4195,62500,8792,23681,2553,12.3,14.6,3755,71.7,17.5,10.7,0.1,7.5
48503,Texas,Young County,18166,8922,9244,46351,3907,25661,2290,16.5,25.9,8248,69.8,17.1,11.9,1.2,4.5
48505,Texas,Zapata County,14415,7190,7225,34550,6700,17817,3167,34.1,48.0,5146,66.0,21.0,12.6,0.4,12.4
48507,Texas,Zavala County,12152,6163,5989,25988,5009,13105,1562,36.2,56.3,4397,73.9,21.2,4.9,0.1,10.1
